"age","age_actuariel","genre","fumeur","duree","capital","pnu_unitaire","prime_nette_annuelle","prime_commerciale","dont_frais_acquisition","dont_frais_gestion","dont_frais_capital","dont_frais_fixes","marge_technique","taux_chargement","annuite_actuarielle","hypotheses","id_contrat"
28,32,"H","TRUE",5,136000,0.0092,261.2,384.41,30.75,23.06,54.4,15,0,47.17,4.7904,"Base","DC00765"
54,55,"H","FALSE",15,171000,0.245077,3569.17,4247.17,339.77,254.83,68.4,15,0,19,11.7417,"Base","DC00766"
53,54,"H","FALSE",17,115000,0.270197,2407.43,2870.26,229.62,172.22,46,15,0,19.23,12.907,"Base","DC00767"
57,58,"H","FALSE",13,109000,0.257846,2730.13,3242.71,259.42,194.56,43.6,15,0,18.77,10.2944,"Base","DC00768"
53,54,"F","FALSE",10,194000,0.086463,1897.76,2314.38,185.15,138.86,77.6,15,0,21.95,8.8387,"Base","DC00769"
49,50,"H","FALSE",10,183000,0.090842,1885.41,2294.9,183.59,137.69,73.2,15,0,21.72,8.8172,"Base","DC00770"
44,45,"H","FALSE",26,139000,0.26419,2002.6,2410.69,192.86,144.64,55.6,15,0,20.38,18.3374,"Base","DC00771"
49,50,"H","FALSE",21,225000,0.271516,3968.63,4736.78,378.94,284.21,90,15,0,19.36,15.3935,"Base","DC00772"
28,29,"F","FALSE",10,339000,0.00996,370.1,605.47,48.44,36.33,135.6,15,0,63.59,9.1231,"Base","DC00773"
56,57,"H","FALSE",14,79000,0.262304,1890.58,2252.54,180.2,135.15,31.6,15,0,19.15,10.9606,"Base","DC00774"
36,37,"F","FALSE",10,110000,0.018208,220.27,324.73,25.98,19.48,44,15,0,47.42,9.093,"Base","DC00775"
39,43,"H","TRUE",15,134000,0.088326,937.31,1169.66,93.57,70.18,53.6,15,0,24.79,12.6273,"Base","DC00776"
55,56,"F","FALSE",15,62000,0.18789,963.25,1166.34,93.31,69.98,24.8,15,0,21.08,12.0936,"Base","DC00777"
57,60,"F","TRUE",13,283000,0.218067,5866.75,6970.87,557.67,418.25,113.2,15,0,18.82,10.5191,"Base","DC00778"
53,56,"F","TRUE",17,144000,0.227831,2483.02,2971.65,237.73,178.3,57.6,15,0,19.68,13.2128,"Base","DC00779"
22,23,"H","FALSE",10,65000,0.012238,87.3,149.18,11.93,8.95,26,15,0,70.89,9.1125,"Base","DC00780"
36,37,"H","FALSE",20,173000,0.085452,918.39,1165.81,93.26,69.95,69.2,15,0,26.94,16.0969,"Base","DC00781"
43,44,"H","FALSE",15,128000,0.096223,978.7,1214.99,97.2,72.9,51.2,15,0,24.14,12.5847,"Base","DC00782"
30,31,"H","FALSE",10,105000,0.019487,225.2,328.14,26.25,19.69,42,15,0,45.71,9.0857,"Base","DC00783"
27,28,"H","FALSE",15,89000,0.027376,188.14,277.61,22.21,16.66,35.6,15,0,47.55,12.9501,"Base","DC00784"
58,59,"H","FALSE",12,563000,0.252261,14765.58,17448.58,1395.89,1046.91,225.2,15,0,18.17,9.6185,"Base","DC00785"
39,40,"F","FALSE",10,356000,0.023525,922.99,1256.27,100.5,75.38,142.4,15,0,36.11,9.0735,"Base","DC00786"
47,48,"H","FALSE",20,101000,0.213842,1419.84,1715.39,137.23,102.92,40.4,15,0,20.82,15.2117,"Base","DC00787"
42,46,"H","TRUE",5,179000,0.026969,1014.58,1280.44,102.44,76.83,71.6,15,0,26.2,4.7581,"Base","DC00788"
52,53,"F","FALSE",18,170000,0.191779,2311.2,2783.96,222.72,167.04,68,15,0,20.45,14.1063,"Base","DC00789"
38,39,"F","FALSE",10,252000,0.021568,598.55,830.64,66.45,49.84,100.8,15,0,38.78,9.0807,"Base","DC00790"
35,36,"F","FALSE",10,107000,0.01677,197.22,296.54,23.72,17.79,42.8,15,0,50.36,9.0982,"Base","DC00791"
59,60,"H","FALSE",11,489000,0.245391,13434.54,15866.44,1269.32,951.99,195.6,15,0,18.1,8.9319,"Base","DC00792"
29,30,"H","FALSE",5,246000,0.008134,417.52,617.35,49.39,37.04,98.4,15,0,47.86,4.7924,"Base","DC00793"
29,30,"H","FALSE",20,233000,0.04909,700.24,940.04,75.2,56.4,93.2,15,0,34.25,16.3345,"Base","DC00794"
38,39,"H","FALSE",10,111000,0.035391,435.2,575.12,46.01,34.51,44.4,15,0,32.15,9.0267,"Base","DC00795"
32,33,"H","FALSE",15,305000,0.039095,925.14,1235.04,98.8,74.1,122,15,0,33.5,12.8888,"Base","DC00796"
42,43,"H","FALSE",20,243000,0.141132,2181.29,2666.85,213.35,160.01,97.2,15,0,22.26,15.7224,"Base","DC00797"
59,60,"F","FALSE",5,233000,0.064215,3190.08,3835.21,306.82,230.11,93.2,15,0,20.22,4.6902,"Base","DC00798"
57,58,"H","FALSE",10,89000,0.183635,1933.57,2307.17,184.57,138.43,35.6,15,0,19.32,8.4525,"Base","DC00799"
58,59,"H","FALSE",5,188000,0.087158,3526.52,4205.48,336.44,252.33,75.2,15,0,19.25,4.6464,"Base","DC00800"
58,61,"F","TRUE",10,136000,0.167242,2667.79,3182.78,254.62,190.97,54.4,15,0,19.3,8.5257,"Base","DC00801"
56,57,"H","FALSE",14,156000,0.262304,3733.31,4431.05,354.48,265.86,62.4,15,0,18.69,10.9606,"Base","DC00802"
20,21,"H","FALSE",10,162000,0.01116,198.32,323.39,25.87,19.4,64.8,15,0,63.07,9.1165,"Base","DC00803"
53,54,"F","FALSE",10,61000,0.086463,596.72,739.67,59.17,44.38,24.4,15,0,23.96,8.8387,"Base","DC00804"
57,58,"H","FALSE",13,59000,0.257846,1477.78,1763.23,141.06,105.79,23.6,15,0,19.32,10.2944,"Base","DC00806"
55,56,"F","FALSE",15,175000,0.18789,2718.85,3260.3,260.82,195.62,70,15,0,19.91,12.0936,"Base","DC00807"
31,35,"H","TRUE",10,455000,0.025906,1300.76,1741.58,139.33,104.49,182,15,0,33.89,9.062,"Base","DC00808"
25,26,"F","FALSE",20,339000,0.021881,448.9,697.09,55.77,41.83,135.6,15,0,55.29,16.5239,"Base","DC00809"
36,37,"F","FALSE",10,195000,0.018208,390.48,562.18,44.97,33.73,78,15,0,43.97,9.093,"Base","DC00810"
20,21,"H","FALSE",10,71000,0.01116,86.92,151.53,12.12,9.09,28.4,15,0,74.34,9.1165,"Base","DC00811"
39,43,"H","TRUE",20,104000,0.141132,933.55,1151.34,92.11,69.08,41.6,15,0,23.33,15.7224,"Base","DC00812"
45,46,"F","FALSE",15,153000,0.074508,896.76,1131.34,90.51,67.88,61.2,15,0,26.16,12.7123,"Base","DC00813"
38,39,"F","FALSE",15,94000,0.039272,286.25,394.01,31.52,23.64,37.6,15,0,37.65,12.8964,"Base","DC00814"
56,57,"F","FALSE",14,156000,0.185418,2536.7,3039.65,243.17,182.38,62.4,15,0,19.83,11.4027,"Base","DC00815"
22,23,"F","FALSE",10,76000,0.007,58.24,120.51,9.64,7.23,30.4,15,0,106.92,9.1339,"Base","DC00816"
38,39,"H","FALSE",30,217000,0.218058,2263.59,2750.45,220.04,165.03,86.8,15,0,21.51,20.9042,"Base","DC00817"
39,42,"F","TRUE",25,138000,0.131621,960.2,1198.14,95.85,71.89,55.2,15,0,24.78,18.9166,"Base","DC00818"
50,51,"H","FALSE",10,90000,0.099252,1016.82,1241.65,99.33,74.5,36,15,0,22.11,8.7849,"Base","DC00819"
33,34,"F","FALSE",10,90000,0.014301,141.33,223.63,17.89,13.42,36,15,0,58.24,9.1073,"Base","DC00820"
53,54,"H","FALSE",5,113000,0.055119,1323.45,1608.89,128.71,96.53,45.2,15,0,21.57,4.7063,"Base","DC00821"
52,53,"H","FALSE",18,174000,0.271351,3487.13,4153.17,332.25,249.19,69.6,15,0,19.1,13.5398,"Base","DC00822"
41,42,"F","FALSE",15,166000,0.051482,665.94,869,69.52,52.14,66.4,15,0,30.49,12.833,"Base","DC00823"
26,27,"H","FALSE",15,137000,0.025642,271.08,396.38,31.71,23.78,54.8,15,0,46.22,12.9591,"Base","DC00824"
57,58,"F","FALSE",5,83000,0.052793,930.08,1137.53,91,68.25,33.2,15,0,22.31,4.7113,"Base","DC00825"
49,50,"H","FALSE",20,182000,0.251283,3061.62,3662.12,292.97,219.73,72.8,15,0,19.61,14.9377,"Base","DC00827"
44,45,"H","FALSE",10,107000,0.058587,701.23,882.59,70.61,52.96,42.8,15,0,25.86,8.9398,"Base","DC00828"
29,30,"H","FALSE",20,138000,0.04909,414.73,563.87,45.11,33.83,55.2,15,0,35.96,16.3345,"Base","DC00829"
49,50,"H","FALSE",20,215000,0.251283,3616.75,4322.96,345.84,259.38,86,15,0,19.53,14.9377,"Base","DC00830"
46,47,"H","FALSE",15,43000,0.124567,430.92,538.51,43.08,32.31,17.2,15,0,24.97,12.4301,"Base","DC00831"
38,39,"H","FALSE",10,63000,0.035391,247.01,333.96,26.72,20.04,25.2,15,0,35.2,9.0267,"Base","DC00832"
28,29,"H","FALSE",15,78000,0.029288,176.54,259,20.72,15.54,31.2,15,0,46.71,12.9401,"Base","DC00833"
41,42,"F","FALSE",15,274000,0.051482,1099.21,1423.03,113.84,85.38,109.6,15,0,29.46,12.833,"Base","DC00834"
46,47,"F","FALSE",15,131000,0.081791,845.42,1061.42,84.91,63.69,52.4,15,0,25.55,12.6738,"Base","DC00835"
27,28,"H","FALSE",10,240000,0.016084,424.26,622.4,49.79,37.34,96,15,0,46.7,9.0983,"Base","DC00836"
38,39,"F","FALSE",15,111000,0.039272,338.02,462.11,36.97,27.73,44.4,15,0,36.71,12.8964,"Base","DC00837"
26,27,"H","FALSE",20,361000,0.0395,869.67,1196.6,95.73,71.8,144.4,15,0,37.59,16.3963,"Base","DC00838"
45,46,"H","FALSE",15,329000,0.114284,3011.23,3671.89,293.75,220.31,131.6,15,0,21.94,12.4865,"Base","DC00839"
35,36,"H","FALSE",20,189000,0.078715,921.69,1177.08,94.17,70.62,75.6,15,0,27.71,16.1413,"Base","DC00840"
27,30,"F","TRUE",5,62000,0.004695,60.66,116.82,9.35,7.01,24.8,15,0,92.57,4.7989,"Base","DC00841"
42,43,"F","FALSE",10,127000,0.030744,431.58,578.35,46.27,34.7,50.8,15,0,34.01,9.0469,"Base","DC00842"
40,41,"F","FALSE",15,58000,0.047002,212.04,290.98,23.28,17.46,23.2,15,0,37.23,12.8563,"Base","DC00843"
35,36,"H","FALSE",10,50000,0.027944,154.31,220.13,17.61,13.21,20,15,0,42.65,9.0544,"Base","DC00844"
50,51,"F","FALSE",10,84000,0.064957,611.72,767.81,61.43,46.07,33.6,15,0,25.52,8.9198,"Base","DC00845"
48,49,"H","FALSE",15,274000,0.147948,3295.57,3976.95,318.16,238.62,109.6,15,0,20.68,12.3006,"Base","DC00846"
46,47,"F","FALSE",15,333000,0.081791,2149.04,2671.21,213.7,160.27,133.2,15,0,24.3,12.6738,"Base","DC00847"
29,33,"H","TRUE",15,178000,0.039095,539.92,728.04,58.24,43.68,71.2,15,0,34.84,12.8888,"Base","DC00848"
39,40,"F","FALSE",10,238000,0.023525,617.05,845.65,67.65,50.74,95.2,15,0,37.05,9.0735,"Base","DC00849"
37,38,"F","FALSE",10,88000,0.019802,191.77,281.36,22.51,16.88,35.2,15,0,46.72,9.0871,"Base","DC00850"
35,39,"H","TRUE",30,132000,0.218058,1376.93,1679.92,134.39,100.8,52.8,15,0,22,20.9042,"Base","DC00851"
27,28,"F","FALSE",10,63000,0.009331,64.42,121.65,9.73,7.3,25.2,15,0,88.85,9.1254,"Base","DC00852"
40,41,"F","FALSE",30,133000,0.178697,1114.09,1374.75,109.98,82.49,53.2,15,0,23.4,21.3329,"Base","DC00853"
42,46,"H","TRUE",15,184000,0.114284,1684.09,2061.27,164.9,123.68,73.6,15,0,22.4,12.4865,"Base","DC00855"
21,22,"H","FALSE",15,165000,0.019121,242.82,376.54,30.12,22.59,66,15,0,55.07,12.993,"Base","DC00856"
52,53,"H","FALSE",15,422000,0.207736,7329.26,8736.11,698.89,524.17,168.8,15,0,19.2,11.9609,"Base","DC00857"
47,48,"H","FALSE",10,538000,0.076139,4616.4,5635.58,450.85,338.14,215.2,15,0,22.08,8.8733,"Base","DC00858"
50,54,"H","TRUE",10,156000,0.12943,2329.44,2798.65,223.89,167.92,62.4,15,0,20.14,8.6678,"Base","DC00859"
28,29,"H","FALSE",20,91000,0.045583,253.59,354.64,28.37,21.28,36.4,15,0,39.85,16.3571,"Base","DC00861"
52,56,"H","TRUE",18,33000,0.341761,865.34,1039,83.12,62.34,13.2,15,0,20.07,13.0331,"Base","DC00862"
25,28,"F","TRUE",15,102000,0.016109,126.25,211.68,16.93,12.7,40.8,15,0,67.67,13.0155,"Base","DC00864"
31,32,"F","FALSE",5,319000,0.005347,355.51,579.2,46.34,34.75,127.6,15,0,62.92,4.7977,"Base","DC00865"
38,39,"H","FALSE",20,296000,0.100886,1867.05,2326.11,186.09,139.57,118.4,15,0,24.59,15.9944,"Base","DC00866"
52,53,"F","FALSE",15,214000,0.142952,2478.27,2998.69,239.9,179.92,85.6,15,0,21,12.3439,"Base","DC00867"
30,31,"F","FALSE",15,218000,0.020112,337.4,511.16,40.89,30.67,87.2,15,0,51.5,12.9951,"Base","DC00868"
47,51,"H","TRUE",23,202000,0.337695,4261.38,5066.49,405.32,303.99,80.8,15,0,18.89,16.0076,"Base","DC00869"
46,47,"H","FALSE",10,166000,0.069738,1301.07,1607.53,128.6,96.45,66.4,15,0,23.55,8.8976,"Base","DC00870"
35,36,"F","FALSE",30,140000,0.115279,737.77,940.43,75.23,56.43,56,15,0,27.47,21.8755,"Base","DC00871"
33,34,"F","FALSE",15,110000,0.025556,216.79,320.69,25.66,19.24,44,15,0,47.92,12.9671,"Base","DC00872"
42,43,"H","FALSE",15,132000,0.088326,923.32,1152.47,92.2,69.15,52.8,15,0,24.82,12.6273,"Base","DC00873"
56,60,"H","TRUE",14,129000,0.332341,4063.17,4802.06,384.16,288.12,51.6,15,0,18.19,10.5514,"Base","DC00874"
59,63,"H","TRUE",11,114000,0.312872,4139.58,4883.93,390.71,293.04,45.6,15,0,17.98,8.6162,"Base","DC00875"
38,39,"F","FALSE",30,191000,0.150193,1329.3,1651.98,132.16,99.12,76.4,15,0,24.27,21.5805,"Base","DC00876"
26,27,"H","FALSE",25,204000,0.0583,611.98,823.93,65.91,49.44,81.6,15,0,34.63,19.4339,"Base","DC00877"
52,53,"F","FALSE",10,833000,0.078598,7382.65,8989.36,719.15,539.36,333.2,15,0,21.76,8.8684,"Base","DC00878"
43,44,"F","FALSE",15,214000,0.06188,1036.28,1321.95,105.76,79.32,85.6,15,0,27.57,12.7787,"Base","DC00879"
34,35,"F","FALSE",15,196000,0.027774,420.17,597.18,47.77,35.83,78.4,15,0,42.13,12.9557,"Base","DC00880"
27,28,"H","FALSE",20,197000,0.042396,509.96,702.05,56.16,42.12,78.8,15,0,37.67,16.3777,"Base","DC00881"
25,26,"H","FALSE",15,62000,0.02407,115.09,180.1,14.41,10.81,24.8,15,0,56.49,12.9673,"Base","DC00882"
53,54,"H","FALSE",10,136000,0.12943,2030.79,2442.08,195.37,146.53,54.4,15,0,20.25,8.6678,"Base","DC00883"
52,53,"H","FALSE",15,93000,0.207736,1615.22,1938.86,155.11,116.33,37.2,15,0,20.04,11.9609,"Base","DC00884"
49,50,"H","FALSE",10,71000,0.090842,731.5,901.05,72.08,54.06,28.4,15,0,23.18,8.8172,"Base","DC00885"
56,57,"H","FALSE",14,51000,0.262304,1220.5,1460.35,116.83,87.62,20.4,15,0,19.65,10.9606,"Base","DC00886"
56,57,"F","FALSE",10,263000,0.114995,3464.45,4168.2,333.46,250.09,105.2,15,0,20.31,8.7297,"Base","DC00887"
46,47,"F","FALSE",10,219000,0.044493,1083.14,1378.77,110.3,82.73,87.6,15,0,27.29,8.9961,"Base","DC00888"
46,50,"H","TRUE",10,147000,0.090842,1514.51,1846.88,147.75,110.81,58.8,15,0,21.95,8.8172,"Base","DC00889"
36,37,"H","FALSE",10,44000,0.03019,146.84,208.65,16.69,12.52,17.6,15,0,42.09,9.0461,"Base","DC00890"
36,37,"F","FALSE",10,116000,0.018208,232.28,341.49,27.32,20.49,46.4,15,0,47.02,9.093,"Base","DC00891"
45,46,"F","FALSE",15,197000,0.074508,1154.65,1451.68,116.13,87.1,78.8,15,0,25.73,12.7123,"Base","DC00892"
49,50,"H","FALSE",21,173000,0.271516,3051.44,3646.09,291.69,218.77,69.2,15,0,19.49,15.3935,"Base","DC00893"
46,47,"F","FALSE",20,75000,0.134087,636.59,792.55,63.4,47.55,30,15,0,24.5,15.7975,"Base","DC00894"
38,41,"F","TRUE",10,326000,0.025691,923.85,1243.32,99.47,74.6,130.4,15,0,34.58,9.0655,"Base","DC00895"
32,36,"H","TRUE",10,46000,0.027944,141.97,203.91,16.31,12.23,18.4,15,0,43.64,9.0544,"Base","DC00896"
37,38,"F","FALSE",15,163000,0.035949,453.77,620.89,49.67,37.25,65.2,15,0,36.83,12.9136,"Base","DC00897"
29,32,"F","TRUE",15,116000,0.021745,194.23,297.24,23.78,17.83,46.4,15,0,53.04,12.9867,"Base","DC00898"
22,23,"H","FALSE",15,85000,0.020182,132.09,210.57,16.85,12.63,34,15,0,59.41,12.9875,"Base","DC00899"
47,48,"F","FALSE",15,51000,0.089796,362.56,462.75,37.02,27.76,20.4,15,0,27.63,12.6312,"Base","DC00900"
40,41,"F","FALSE",15,242000,0.047002,884.74,1158.77,92.7,69.53,96.8,15,0,30.97,12.8563,"Base","DC00901"
29,30,"F","FALSE",20,104000,0.029725,187.65,284.01,22.72,17.04,41.6,15,0,51.35,16.4747,"Base","DC00902"
52,53,"F","FALSE",18,85000,0.191779,1155.6,1400.7,112.06,84.04,34,15,0,21.21,14.1063,"Base","DC00903"
30,31,"F","FALSE",5,55000,0.005004,57.36,109.72,8.78,6.58,22,15,0,91.29,4.7983,"Base","DC00904"
32,33,"F","FALSE",25,389000,0.058843,1176.22,1566.07,125.29,93.96,155.6,15,0,33.14,19.4607,"Base","DC00905"
26,27,"F","FALSE",15,221000,0.015027,255.05,416.8,33.34,25.01,88.4,15,0,63.42,13.0211,"Base","DC00906"
59,60,"F","FALSE",10,186000,0.152432,3302.86,3944.49,315.56,236.67,74.4,15,0,19.43,8.5842,"Base","DC00907"
55,56,"H","FALSE",15,164000,0.265771,3751.71,4456.17,356.49,267.37,65.6,15,0,18.78,11.6178,"Base","DC00908"
24,25,"H","FALSE",10,125000,0.013553,186.01,291.87,23.35,17.51,50,15,0,56.91,9.1077,"Base","DC00910"
39,40,"F","FALSE",10,299000,0.023525,775.21,1057.92,84.63,63.47,119.6,15,0,36.47,9.0735,"Base","DC00911"
42,43,"H","FALSE",10,85000,0.049345,467.36,600.42,48.03,36.02,34,15,0,28.47,8.9745,"Base","DC00912"
38,41,"F","TRUE",10,607000,0.025691,1720.18,2299.98,184,138,242.8,15,0,33.71,9.0655,"Base","DC00913"
57,58,"H","FALSE",13,101000,0.257846,2529.76,3006,240.48,180.36,40.4,15,0,18.83,10.2944,"Base","DC00916"
58,62,"H","TRUE",10,215000,0.257598,6797.8,8021.86,641.75,481.31,86,15,0,18.01,8.1473,"Base","DC00917"
29,33,"H","TRUE",10,73000,0.022383,180.05,260.76,20.86,15.65,29.2,15,0,44.82,9.075,"Base","DC00918"
47,48,"H","FALSE",10,108000,0.076139,926.71,1145.25,91.62,68.71,43.2,15,0,23.58,8.8733,"Base","DC00919"
54,55,"F","FALSE",10,68000,0.095105,734.41,903.04,72.24,54.18,27.2,15,0,22.96,8.8059,"Base","DC00920"
43,44,"H","FALSE",5,129000,0.022728,615.18,792.77,63.42,47.57,51.6,15,0,28.87,4.7658,"Base","DC00921"
36,37,"F","FALSE",25,229000,0.083927,997.04,1283.31,102.66,77,91.6,15,0,28.71,19.2763,"Base","DC00922"
29,30,"F","FALSE",15,392000,0.018639,561.92,853.16,68.25,51.19,156.8,15,0,51.83,13.0026,"Base","DC00923"
59,60,"F","FALSE",5,47000,0.064215,643.49,787.55,63,47.25,18.8,15,0,22.39,4.6902,"Base","DC00924"
44,47,"F","TRUE",25,269000,0.204577,3000.53,3631.54,290.52,217.89,107.6,15,0,21.03,18.3405,"Base","DC00925"
42,43,"H","FALSE",10,364000,0.049345,2001.39,2513.94,201.12,150.84,145.6,15,0,25.61,8.9745,"Base","DC00926"
32,33,"F","FALSE",30,161000,0.088385,643.98,841.14,67.29,50.47,64.4,15,0,30.62,22.097,"Base","DC00927"
59,60,"H","FALSE",11,95000,0.245391,2609.98,3096.49,247.72,185.79,38,15,0,18.64,8.9319,"Base","DC00928"
46,47,"H","FALSE",20,252000,0.197005,3237.94,3899.7,311.98,233.98,100.8,15,0,20.44,15.3323,"Base","DC00929"
56,57,"H","FALSE",14,296000,0.262304,7083.71,8391.99,671.36,503.52,118.4,15,0,18.47,10.9606,"Base","DC00930"
36,37,"H","FALSE",5,188000,0.013005,511.11,699.2,55.94,41.95,75.2,15,0,36.8,4.7835,"Base","DC00931"
44,45,"F","FALSE",25,269000,0.171874,2485.31,3032.45,242.6,181.95,107.6,15,0,22.02,18.6029,"Base","DC00932"
28,29,"F","FALSE",15,108000,0.017309,143.69,234.76,18.78,14.09,43.2,15,0,63.37,13.0094,"Base","DC00933"
59,63,"H","TRUE",11,650000,0.312872,23602.85,27764.94,2221.2,1665.9,260,15,0,17.63,8.6162,"Base","DC00934"
47,48,"H","FALSE",10,46000,0.076139,394.71,497.8,39.82,29.87,18.4,15,0,26.12,8.8733,"Base","DC00935"
38,41,"F","TRUE",10,120000,0.025691,340.07,468.69,37.49,28.12,48,15,0,37.82,9.0655,"Base","DC00936"
32,33,"H","FALSE",10,113000,0.022383,278.71,394.08,31.53,23.64,45.2,15,0,41.39,9.075,"Base","DC00937"
52,56,"H","TRUE",15,65000,0.265771,1486.96,1776.69,142.14,106.6,26,15,0,19.49,11.6178,"Base","DC00938"
31,32,"F","FALSE",25,187000,0.053941,517.37,706.02,56.48,42.36,74.8,15,0,36.46,19.4964,"Base","DC00939"
20,24,"H","TRUE",15,73000,0.021353,120.08,191.02,15.28,11.46,29.2,15,0,59.08,12.9814,"Base","DC00940"
57,58,"F","FALSE",5,189000,0.052793,2117.88,2568,205.44,154.08,75.6,15,0,21.25,4.7113,"Base","DC00941"
38,41,"F","TRUE",20,161000,0.077433,770.95,988.77,79.1,59.33,64.4,15,0,28.25,16.1706,"Base","DC00942"
38,39,"F","FALSE",20,140000,0.064566,556.14,729.23,58.34,43.75,56,15,0,31.12,16.2535,"Base","DC00943"
56,57,"H","FALSE",14,90000,0.262304,2153.83,2563.76,205.1,153.83,36,15,0,19.03,10.9606,"Base","DC00944"
42,43,"H","FALSE",5,168000,0.020898,736.16,951.59,76.13,57.1,67.2,15,0,29.26,4.7692,"Base","DC00945"
46,47,"H","FALSE",20,181000,0.197005,2325.67,2805.89,224.47,168.35,72.4,15,0,20.65,15.3323,"Base","DC00946"
50,51,"H","FALSE",10,170000,0.099252,1920.66,2329.84,186.39,139.79,68,15,0,21.3,8.7849,"Base","DC00947"
41,45,"H","TRUE",15,165000,0.104857,1379.93,1698.75,135.9,101.93,66,15,0,23.1,12.5379,"Base","DC00948"
32,33,"H","FALSE",10,166000,0.022383,409.43,570.73,45.66,34.24,66.4,15,0,39.4,9.075,"Base","DC00949"
33,34,"H","FALSE",15,146000,0.042198,478.61,641.87,51.35,38.51,58.4,15,0,34.11,12.8725,"Base","DC00950"
39,40,"H","FALSE",20,59000,0.10969,406.12,517.12,41.37,31.03,23.6,15,0,27.33,15.9355,"Base","DC00951"
27,28,"H","FALSE",25,42000,0.06284,136.05,195.17,15.61,11.71,16.8,15,0,43.46,19.4001,"Base","DC00952"
33,36,"F","TRUE",20,275000,0.049384,830.59,1111.16,88.89,66.67,110,15,0,33.78,16.3504,"Base","DC00953"
33,34,"H","FALSE",25,126000,0.100856,664.89,849.17,67.93,50.95,50.4,15,0,27.72,19.1129,"Base","DC00955"
49,52,"F","TRUE",5,124000,0.02945,768.14,968.3,77.46,58.1,49.6,15,0,26.06,4.7541,"Base","DC00956"
29,30,"H","FALSE",25,491000,0.07329,1862.42,2411.42,192.91,144.69,196.4,15,0,29.48,19.3219,"Base","DC00957"
21,25,"H","TRUE",10,4e+05,0.013553,595.23,895.62,71.65,53.74,160,15,0,50.47,9.1077,"Base","DC00958"
51,52,"F","FALSE",19,126000,0.192123,1640.3,1983.37,158.67,119,50.4,15,0,20.92,14.758,"Base","DC00959"
22,23,"H","FALSE",15,119000,0.020182,184.92,287.82,23.03,17.27,47.6,15,0,55.64,12.9875,"Base","DC00960"
53,54,"F","FALSE",10,59000,0.086463,577.15,715.99,57.28,42.96,23.6,15,0,24.06,8.8387,"Base","DC00961"
47,51,"H","TRUE",20,271000,0.271944,4985.26,5940.3,475.22,356.42,108.4,15,0,19.16,14.783,"Base","DC00962"
47,51,"H","TRUE",10,27000,0.099252,305.05,384.71,30.78,23.08,10.8,15,0,26.11,8.7849,"Base","DC00963"
49,53,"H","TRUE",21,116000,0.340849,2665.35,3170.64,253.65,190.24,46.4,15,0,18.96,14.8342,"Base","DC00964"
29,30,"F","FALSE",10,170000,0.010659,198.67,327.52,26.2,19.65,68,15,0,64.86,9.1206,"Base","DC00965"
44,47,"F","TRUE",25,80000,0.204577,892.35,1092.27,87.38,65.54,32,15,0,22.4,18.3405,"Base","DC00966"
38,39,"F","FALSE",25,356000,0.100475,1867.56,2354.6,188.37,141.28,142.4,15,0,26.08,19.1529,"Base","DC00967"
31,32,"H","FALSE",10,172000,0.020864,395.19,556.97,44.56,33.42,68.8,15,0,40.94,9.0806,"Base","DC00968"
37,38,"F","FALSE",20,547000,0.059004,1981.41,2575.82,206.07,154.55,218.8,15,0,30,16.2891,"Base","DC00969"
50,51,"H","FALSE",20,1255000,0.271944,23086.7,27446.17,2195.69,1646.77,502,15,0,18.88,14.783,"Base","DC00970"
37,38,"H","FALSE",25,117000,0.13994,870.46,1084.02,86.72,65.04,46.8,15,0,24.53,18.8096,"Base","DC00971"
28,31,"F","TRUE",15,86000,0.020112,133.1,212.21,16.98,12.73,34.4,15,0,59.44,12.9951,"Base","DC00972"
27,28,"F","FALSE",10,739000,0.009331,755.61,1239.78,99.18,74.39,295.6,15,0,64.08,9.1254,"Base","DC00973"
60,61,"H","FALSE",10,35000,0.237053,1007.7,1205.46,96.44,72.33,14,15,0,19.63,8.2335,"Base","DC00974"
27,28,"F","FALSE",15,183000,0.016109,226.5,365.93,29.27,21.96,73.2,15,0,61.56,13.0155,"Base","DC00975"
54,58,"H","TRUE",10,221000,0.183635,4801.33,5703.17,456.25,342.19,88.4,15,0,18.78,8.4525,"Base","DC00976"
27,28,"F","FALSE",20,516000,0.025405,794.39,1181.15,94.49,70.87,206.4,15,0,48.69,16.5018,"Base","DC00977"
29,30,"F","FALSE",10,91000,0.010659,106.35,183.42,14.67,11.01,36.4,15,0,72.48,9.1206,"Base","DC00978"
29,30,"F","FALSE",20,71000,0.029725,128.11,199.43,15.95,11.97,28.4,15,0,55.67,16.4747,"Base","DC00979"
53,54,"F","FALSE",17,164000,0.190999,2329.76,2802.75,224.22,168.16,65.6,15,0,20.3,13.4451,"Base","DC00980"
30,34,"H","TRUE",10,259000,0.024059,687.1,936.86,74.95,56.21,103.6,15,0,36.35,9.0688,"Base","DC00981"
39,40,"F","FALSE",20,391000,0.070692,1704.71,2181.53,174.52,130.89,156.4,15,0,27.97,16.2141,"Base","DC00982"
21,25,"H","TRUE",10,450000,0.013553,669.64,1005.39,80.43,60.32,180,15,0,50.14,9.1077,"Base","DC00983"
50,51,"F","FALSE",10,112000,0.064957,815.63,1017.94,81.43,61.08,44.8,15,0,24.8,8.9198,"Base","DC00984"
44,45,"F","FALSE",10,50000,0.03693,204.62,278.63,22.29,16.72,20,15,0,36.17,9.0241,"Base","DC00985"
